Date,exchange_rate
2011-06-03,1076.5999755859375
2011-06-06,1072.800048828125
2011-06-07,1081.0999755859375
2011-06-08,1079.9000244140625
2011-06-09,1078.199951171875
2011-06-10,1083.5999755859375
2011-06-13,1071.300048828125
2011-06-14,1081.199951171875
2011-06-15,1083.4000244140625
2011-06-16,1084.4000244140625
2011-06-17,1087.5999755859375
2011-06-20,1087.699951171875
2011-06-21,1081.699951171875
2011-06-22,1079.300048828125
2011-06-23,1080.300048828125
2011-06-24,1074.800048828125
2011-06-27,1079.199951171875
2011-06-28,1081.9000244140625
2011-06-29,1080.5
2011-06-30,1068.9000244140625
2011-07-01,1067.9000244140625
2011-07-04,1062.5999755859375
2011-07-05,1060.199951171875
2011-07-06,1067.5999755859375
2011-07-07,1065.800048828125
2011-07-08,1062.0
2011-07-11,1059.5999755859375
2011-07-12,1056.0999755859375
2011-07-13,1067.800048828125
2011-07-14,1049.5999755859375
2011-07-15,1057.0999755859375
2011-07-18,1059.199951171875
2011-07-19,1056.300048828125
2011-07-20,1058.0
